CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonth,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
0629-NGBEXR-SD1,2,2,Male,63,14,Labor,No,29,No,183000.00,1.1,0.146949,1.866051,No,Married,4,10,0,0,0,1,1,Own,Domestic,92000.00,30,No,No,Mast,40,10,3780.00,Yes,71,75.15,1690.25,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,Yes,No,17,No,No,No,No,Yes
4227-XNKGCM-1JC,1,2,Male,50,15,Crafts,Yes,13,No,112000.00,16,9.56928,8.35072,Yes,Married,4,1,0,1,0,1,2,Own,Foreign,61500.00,25,Yes,Yes,Visa,32,9,3387.60,No,67,52.20,1229.15,No,0.00,0.00,Yes,No,0.00,0.00,Yes,Yes,No,No,Yes,Yes,No,Yes,No,25,No,Yes,Yes,No,Yes
7244-NTQUTS-IDH,5,2,Female,70,13,Professional,No,19,No,54000.00,10.2,2.577744,2.930256,No,Unmarried,1,19,2,0,3,0,5,Own,Domestic,29600.00,23,Yes,No,Disc,20,11,1982.20,Yes,46,30.30,485.70,No,0.00,0.00,Yes,No,0.00,0.00,Yes,Yes,No,No,No,Yes,No,Yes,Yes,18,Yes,No,Yes,No,Yes
4615-QZQSAY-D51,4,5,Male,19,14,Labor,No,0,No,19000.00,18.4,0.346104,3.149896,Yes,Unmarried,3,1,0,1,0,0,1,Lease,Domestic,9300.00,29,No,No,Visa,1,10,1866.60,Yes,1,3.45,1.15,Yes,28.60,28.60,Yes,Yes,16.90,16.90,No,No,No,Yes,Yes,Yes,Yes,Yes,No,19,Yes,Yes,Yes,Yes,No
5716-RSRKLP-5GG,1,2,Male,25,16,Professional,No,1,No,21000.00,28.5,3.69873,2.28627,Yes,Married,4,3,3,0,0,0,2,Own,Domestic,10700.00,25,No,No,Disc,7,12,2258.70,Yes,65,95.10,2069.95,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,Yes,No,No,No,No,No,24,Yes,No,Yes,No,Yes
5380-DOESXJ-FLH,4,3,Male,49,17,Sales,No,1,No,47000.00,2.9,0.633795,0.729205,No,Married,3,4,0,0,0,1,2,Own,Domestic,23300.00,22,Yes,Yes,Visa,17,12,1490.60,No,28,17.40,185.70,No,0.00,0.00,No,Yes,23.50,632.20,No,No,No,2,No,Yes,Yes,No,No,15,Yes,No,Yes,No,No
0151-PMYWWF-53S,2,1,Male,55,15,Sales,No,6,No,58000.00,19.8,2.882484,8.601516,No,Married,2,2,2,0,0,1,3,Own,Foreign,27800.00,27,Yes,No,Visa,7,12,7127.90,No,11,14.40,61.30,No,0.00,0.00,No,No,0.00,0.00,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,20,Yes,No,No,No,No
6748-SBHSWH-5YE,1,1,Female,45,18,Labor,No,17,No,140000.00,8.7,2.81358,9.36642,No,Unmarried,4,6,1,1,0,1,3,Own,Foreign,77200.00,24,No,Yes,AMEX,21,13,6831.60,No,47,28.95,481.65,Yes,79.45,3586.25,Yes,Yes,79.05,3649.95,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes
0707-GXMTZS-HUH,1,2,Male,76,12,Sales,Yes,19,Yes,14000.00,3.7,0.155918,0.362082,No,Married,2,2,1,1,0,1,1,Lease,Domestic,8000.00,17,No,No,Mast,36,12,2601.00,No,68,53.40,1307.25,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,Yes,Yes,No,No,No,22,No,No,No,No,Yes
9099-FFFQAY-E5L,5,3,Male,27,10,Labor,No,6,No,24000.00,17.6,2.23872,1.98528,Yes,Unmarried,5,1,1,0,0,1,3,Own,Foreign,12000.00,26,Yes,Yes,Visa,3,13,5474.70,Yes,9,12.90,39.20,No,0.00,0.00,Yes,Yes,18.55,174.50,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21,Yes,No,No,Yes,No
4379-AXDMBJ-ZW4,4,4,Female,51,16,Crafts,No,26,No,203000.00,19.6,12.374068,27.413932,Yes,Married,2,4,4,0,0,1,3,Own,Foreign,83500.00,28,No,Yes,Disc,10,7,3535.30,Yes,16,18.15,97.70,Yes,44.60,699.70,Yes,Yes,57.00,780.20,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,17,Yes,Yes,Yes,Yes,No
9115-KVYZEP-B7Q,1,2,Male,59,11,Labor,No,34,Yes,79000.00,33.2,2.386748,23.841252,No,Unmarried,1,2,2,0,0,1,3,Own,Foreign,32800.00,20,No,Yes,Visa,21,19,3614.10,Yes,41,30.60,397.00,No,0.00,0.00,No,No,0.00,0.00,Yes,No,No,3,No,No,No,No,No,20,Yes,Yes,No,No,Yes
0682-JUKJXV-J8M,3,1,Female,32,13,Professional,No,1,No,62000.00,12.6,1.609272,6.202728,Yes,Married,3,2,2,0,0,0,2,Own,Foreign,24600.00,27,Yes,No,Visa,12,10,2046.10,Yes,38,25.80,329.85,Yes,34.20,1269.05,No,No,0.00,0.00,No,No,No,No,Yes,No,No,No,No,26,No,Yes,No,No,No
6584-OXUOQX-XLL,3,3,Female,46,16,Professional,No,9,No,30000.00,1.9,0.02793,0.54207,No,Unmarried,1,12,1,0,0,1,1,Lease,Domestic,12100.00,24,No,No,Othe,7,7,1089.60,Yes,28,23.40,195.85,Yes,33.05,772.70,No,No,0.00,0.00,Yes,No,No,2,Yes,No,Yes,No,No,25,Yes,No,Yes,No,Yes
2370-SDAXRA-MZA,2,3,Female,75,13,Crafts,No,35,Yes,22000.00,8.7,0.338778,1.575222,No,Married,2,0,0,0,0,1,4,Own,Domestic,10800.00,28,No,No,Mast,40,11,2053.10,Yes,72,110.25,2635.15,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,Yes,Yes,Yes,No,23,No,No,No,No,Yes
8266-FRTLWJ-0DV,4,1,Female,28,11,Sales,No,1,No,15000.00,11.4,0.78147,0.92853,No,Married,4,3,0,0,0,1,3,Own,Domestic,7100.00,15,Yes,No,Visa,10,7,1380.70,Yes,65,38.40,844.90,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,No,No,No,21,No,No,No,No,Yes
6989-FAVLSU-F2E,5,3,Female,76,13,Labor,No,38,Yes,20000.00,8.2,0.19516,1.44484,No,Unmarried,1,1,1,0,0,1,4,Own,Foreign,5100.00,31,No,No,Visa,34,9,4508.50,No,65,79.95,1681.40,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,20,Yes,No,Yes,No,Yes
7275-NTATAS-Q5B,4,3,Female,57,11,Service,No,23,No,75000.00,9.2,3.4224,3.4776,No,Unmarried,1,0,0,0,0,0,1,Own,Foreign,39900.00,24,No,No,Disc,25,7,1278.10,Yes,59,30.15,618.40,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,21,No,No,No,No,Yes
8352-CUJWGY-KS0,3,3,Female,24,18,Service,No,0,No,35000.00,19.3,3.667965,3.087035,No,Married,2,1,1,0,0,1,3,Own,Foreign,13800.00,34,No,No,AMEX,5,8,3205.80,Yes,11,18.00,70.40,Yes,29.10,287.15,No,No,0.00,0.00,No,No,No,Yes,No,No,No,No,Yes,15,Yes,Yes,Yes,No,No
7201-MHZOOH-HAG,1,1,Female,77,15,Crafts,No,34,Yes,41000.00,16.1,3.023258,3.577742,No,Married,2,1,1,0,0,0,1,Own,Foreign,17700.00,21,No,Yes,Mast,38,3,596.80,No,71,100.50,2407.00,Yes,51.10,3597.95,Yes,Yes,46.15,3222.35,Yes,No,Yes,2,Yes,No,Yes,Yes,No,17,Yes,Yes,Yes,Yes,Yes
7114-PVNDDF-M7E,5,4,Female,69,15,Sales,No,5,Yes,14000.00,6.3,0.152586,0.729414,No,Married,2,5,0,0,0,0,0,-1,-1,-1000.00,32,No,No,Mast,28,18,4067.50,No,53,29.25,480.90,No,0.00,0.00,Yes,No,0.00,0.00,Yes,Yes,No,2,Yes,No,No,No,Yes,21,Yes,Yes,No,No,No
1068-MWHNDT-1WC,5,4,Male,68,22,Labor,No,25,Yes,32000.00,6.4,0.466944,1.581056,No,Unmarried,1,0,0,0,0,0,3,Own,Domestic,16800.00,29,No,No,Disc,22,8,1896.40,No,41,38.85,567.50,Yes,75.40,2901.70,Yes,Yes,119.10,4748.90,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,Yes,No
8629-HYFVOR-FTL,3,5,Female,61,8,Sales,No,9,No,25000.00,6.6,1.2012,0.4488,No,Unmarried,1,1,1,0,0,1,3,Lease,Foreign,19900.00,31,Yes,No,Othe,27,10,1853.80,Yes,54,39.90,706.10,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,Yes,Yes,Yes,Yes,No,15,No,No,No,No,No
0804-IGMRBV-4TS,5,4,Female,36,16,Labor,No,9,No,21000.00,5.8,0.74907,0.46893,Yes,Married,2,1,0,1,0,1,1,Own,Foreign,9400.00,14,No,No,Visa,2,10,1718.40,Yes,14,9.30,37.60,Yes,37.40,492.05,Yes,Yes,22.90,277.10,Yes,Yes,No,2,Yes,No,Yes,Yes,Yes,20,Yes,Yes,Yes,No,No
6522-HZJXBL-K1X,4,1,Female,33,15,Professional,No,3,No,35000.00,5.4,0.69552,1.19448,No,Unmarried,2,0,0,0,0,1,4,Own,Domestic,13500.00,16,No,No,Mast,15,4,985.20,No,54,62.70,1139.15,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,20,No,Yes,No,No,No
2346-XOLOPT-KCY,2,1,Female,55,15,Crafts,No,32,No,95000.00,4.6,1.50765,2.86235,No,Unmarried,1,8,0,0,0,0,3,Own,Domestic,40100.00,27,Yes,Yes,Disc,32,15,4665.10,Yes,65,100.35,2100.55,Yes,55.25,3659.05,Yes,Yes,77.40,4934.20,Yes,Yes,Yes,2,Yes,Yes,Yes,Yes,Yes,15,Yes,No,Yes,Yes,Yes
6246-GQGGGZ-BIB,2,4,Female,64,20,Sales,No,7,No,72000.00,9.1,3.983616,2.568384,No,Married,2,6,0,0,0,0,0,-1,-1,-1000.00,32,No,Yes,Disc,17,5,635.10,Yes,33,22.05,283.80,No,0.00,0.00,Yes,Yes,27.15,966.40,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,16,No,No,No,No,No
6310-RDCRWA-S03,4,5,Male,35,18,Service,No,5,No,50000.00,8.4,0.4914,3.7086,No,Unmarried,1,0,0,0,0,0,0,-1,-1,-1000.00,20,Yes,Yes,Visa,8,11,2243.60,Yes,30,37.80,375.95,Yes,41.65,1201.75,Yes,Yes,29.15,791.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,21,Yes,No,Yes,Yes,No
5875-LSAGSD-2V5,5,4,Female,44,11,Professional,Yes,10,No,72000.00,2.5,0.4158,1.3842,No,Married,2,0,0,0,0,1,4,Own,Foreign,37400.00,25,No,Yes,Visa,26,8,2879.60,Yes,55,30.30,582.15,No,0.00,0.00,Yes,Yes,47.75,2577.75,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,Yes,Yes,Yes,No,Yes
0871-WPZJPL-UJP,2,1,Male,41,15,Sales,Yes,4,No,39000.00,11.8,1.900626,2.701374,Yes,Unmarried,1,7,0,0,0,1,3,Own,Foreign,13400.00,17,No,No,Disc,17,9,3067.90,No,28,28.95,271.85,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,Yes,No,No,No,No,13,Yes,No,Yes,No,No
9872-RSYZHI-NQ9,3,1,Female,51,11,Professional,No,13,No,91000.00,9.8,4.396574,4.521426,No,Married,2,0,0,0,0,1,3,Own,Domestic,39200.00,11,Yes,Yes,Mast,4,10,5990.30,Yes,5,14.40,22.20,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,No,No,No,No,16,No,No,No,No,No
8909-ZPTWKD-PQL,2,2,Female,59,21,Service,No,13,No,182000.00,3.7,3.387202,3.346798,No,Unmarried,3,2,0,2,0,1,2,Own,Domestic,84200.00,21,Yes,Yes,Mast,12,4,1151.60,No,29,16.05,127.70,No,0.00,0.00,Yes,Yes,51.60,1428.15,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,11,Yes,Yes,No,Yes,No
8522-GWNYLT-SIR,1,1,Male,50,19,Professional,No,8,No,84000.00,4,0.46368,2.89632,No,Unmarried,1,1,0,1,0,0,2,Own,Domestic,35700.00,26,Yes,Yes,Disc,10,6,1535.80,No,32,14.25,149.50,Yes,32.50,1009.00,No,Yes,25.40,810.85,Yes,No,Yes,Yes,No,No,No,No,Yes,18,Yes,Yes,Yes,No,Yes
2288-MSMKUW-O3Q,2,2,Male,33,18,Labor,No,4,No,29000.00,8.5,1.56281,0.90219,Yes,Unmarried,1,1,0,0,1,1,0,-1,-1,-1000.00,27,No,Yes,AMEX,15,8,1001.90,Yes,34,22.20,198.75,Yes,47.20,1628.85,Yes,Yes,48.35,1578.60,Yes,Yes,Yes,4,Yes,Yes,No,Yes,Yes,19,Yes,Yes,Yes,No,No
1538-IPVOSQ-KVC,4,5,Female,31,20,Professional,No,1,No,23000.00,23.2,1.01384,4.32216,No,Unmarried,3,3,1,1,0,1,0,-1,-1,-1000.00,29,No,No,Mast,4,16,3058.60,Yes,8,15.75,33.75,Yes,40.85,289.85,No,Yes,43.20,287.05,Yes,Yes,Yes,4,No,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,Yes,No
8411-UWVCAW-3GO,2,5,Female,59,9,Professional,No,21,No,76000.00,13,1.14608,8.73392,No,Unmarried,1,1,0,1,0,1,1,Own,Foreign,18400.00,35,No,No,Visa,38,14,4591.70,Yes,71,168.75,3883.35,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,No,No,No,No,No,25,No,No,No,No,No
2527-KPBDLX-OHS,1,1,Female,67,15,Agriculture,No,34,No,388000.00,5.9,9.065232,13.826768,No,Married,3,0,0,0,0,1,1,Own,Foreign,88400.00,22,No,Yes,Disc,36,8,5694.40,No,69,62.70,1556.30,No,0.00,0.00,Yes,Yes,33.30,2323.80,No,Yes,No,No,Yes,Yes,Yes,Yes,No,17,No,No,Yes,Yes,Yes
1456-WRXMLK-KUA,5,5,Male,60,21,Service,No,17,No,106000.00,3.4,0.796484,2.807516,No,Unmarried,1,5,1,4,0,1,2,Own,Domestic,44000.00,39,No,Yes,Mast,30,12,5803.30,No,57,33.15,604.55,Yes,67.15,3679.45,Yes,Yes,92.10,5146.60,Yes,Yes,Yes,4,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,Yes
8336-FKVSKN-ZRS,5,2,Female,33,9,Professional,No,4,No,23000.00,5.6,0.698096,0.589904,No,Married,4,5,0,0,1,1,4,Lease,Foreign,15900.00,31,No,No,Mast,8,7,1558.50,Yes,36,22.35,256.30,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,No,No,No,22,No,No,Yes,No,No
0022-UFDRNE-TAW,5,3,Male,28,19,Sales,Yes,0,No,42000.00,18.4,2.287488,5.440512,Yes,Unmarried,3,9,0,0,0,0,2,Own,Domestic,23400.00,29,No,Yes,Visa,5,10,2804.60,Yes,14,18.60,84.75,Yes,32.40,433.30,No,Yes,21.00,277.95,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,10,Yes,Yes,No,No,No
2680-QCLJXZ-EQU,3,3,Male,69,12,Professional,No,24,No,165000.00,4.9,2.9106,5.1744,No,Unmarried,1,0,0,0,0,0,2,Own,Foreign,83700.00,18,Yes,No,Disc,30,8,3202.10,No,68,100.20,2380.75,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,Yes,Yes,Yes,Yes,No,14,No,No,No,No,Yes
1938-JTJUST-QRR,1,1,Female,59,19,Crafts,No,21,No,147000.00,3.2,1.994496,2.709504,No,Married,2,0,0,0,0,1,2,Own,Domestic,63200.00,19,No,No,AMEX,33,15,6739.60,No,69,92.40,2207.90,No,0.00,0.00,Yes,Yes,28.20,1841.00,Yes,Yes,Yes,3,Yes,Yes,Yes,No,No,16,Yes,No,No,No,Yes
0694-OXLKRA-XTD,3,4,Male,20,15,Professional,No,0,No,18000.00,7.3,0.337698,0.976302,Yes,Unmarried,1,0,0,0,0,0,3,Own,Domestic,8500.00,28,Yes,No,Visa,2,12,2792.70,Yes,27,12.30,112.60,Yes,24.15,629.40,Yes,No,0.00,0.00,No,No,No,4,No,No,No,No,Yes,18,Yes,Yes,Yes,No,No
1567-HTQZHJ-ZZH,4,1,Female,18,13,Sales,No,0,No,28000.00,6.8,1.129072,0.774928,No,Married,6,0,0,0,0,0,0,-1,-1,-1000.00,17,No,Yes,Visa,0,4,610.50,No,11,29.85,101.40,No,0.00,0.00,Yes,Yes,64.80,658.95,No,Yes,Yes,3,Yes,Yes,Yes,Yes,No,14,Yes,No,No,Yes,Yes
9851-IOJSCQ-EIQ,4,3,Male,74,10,Professional,No,16,Yes,9000.00,4.4,0.17622,0.21978,No,Unmarried,1,3,0,3,0,0,2,Lease,Domestic,3400.00,27,No,No,Othe,32,16,3057.60,No,59,24.45,501.00,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,Yes,Yes,Yes,Yes,No,0,No,No,No,No,Yes
6837-HQAQES-KML,2,1,Male,26,20,Professional,No,0,No,29000.00,4.5,0.486765,0.818235,No,Unmarried,1,0,0,0,0,1,6,Own,Foreign,13900.00,31,No,Yes,AMEX,1,12,10192.20,Yes,2,16.65,13.15,Yes,33.20,25.45,Yes,Yes,24.10,14.60,No,Yes,Yes,3,Yes,No,Yes,Yes,Yes,22,Yes,Yes,No,Yes,No
2522-TNGXCC-PIJ,4,4,Female,32,20,Labor,No,3,No,54000.00,8.9,0.67284,4.13316,No,Married,2,1,0,1,0,1,3,Own,Foreign,26600.00,32,No,Yes,Disc,14,14,3250.30,No,48,23.40,418.80,Yes,25.25,1109.20,Yes,No,0.00,0.00,No,No,No,2,No,No,No,No,Yes,16,Yes,Yes,Yes,No,No
2191-CUHTQT-YQM,5,2,Female,28,18,Sales,No,2,No,25000.00,10.9,0.22345,2.50155,No,Married,3,2,2,0,0,1,2,Own,Foreign,13700.00,20,No,Yes,Disc,10,12,2546.40,No,48,34.05,516.45,Yes,45.50,2184.05,Yes,Yes,47.70,2211.30,Yes,No,Yes,4,No,No,No,Yes,Yes,17,Yes,Yes,Yes,No,Yes
1800-CODOXF-AZG,2,3,Female,60,15,Professional,Yes,18,No,218000.00,4.8,3.829824,6.634176,No,Unmarried,1,1,1,0,0,0,2,Own,Domestic,92100.00,27,Yes,Yes,Disc,29,8,3540.10,Yes,62,22.80,448.50,Yes,36.20,2190.05,Yes,Yes,24.00,1462.55,Yes,No,No,4,No,No,No,No,No,15,Yes,No,No,No,Yes
3321-IJNSUK-PB4,4,5,Male,18,12,Labor,Yes,0,No,17000.00,15.6,0.983892,1.668108,Yes,Unmarried,3,1,0,1,0,1,1,Own,Foreign,10300.00,22,Yes,No,Mast,0,7,1407.30,No,8,10.95,29.70,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,No,No,No,14,No,No,No,No,Yes
2818-TTESFC-FE0,2,1,Male,19,14,Labor,No,0,No,17000.00,0.8,0.089896,0.046104,No,Married,4,8,0,0,0,1,0,-1,-1,-1000.00,16,Yes,Yes,Visa,1,4,795.70,No,22,35.40,247.45,No,0.00,0.00,Yes,Yes,46.35,958.45,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,12,No,No,No,Yes,No
6311-CWVIVQ-NWL,4,4,Male,32,16,Professional,No,4,No,122000.00,20.1,9.637146,14.884854,Yes,Unmarried,1,0,0,0,0,1,6,Own,Foreign,72200.00,20,No,Yes,Disc,14,12,3584.60,No,41,25.95,341.50,Yes,35.35,1370.00,Yes,No,0.00,0.00,No,No,No,3,No,Yes,No,No,Yes,21,Yes,Yes,Yes,No,No
9004-UQQFLE-HQ8,1,1,Male,31,17,Sales,No,1,No,23000.00,5.8,0.217442,1.116558,Yes,Married,6,2,2,0,0,1,1,Own,Domestic,15000.00,22,Yes,No,Mast,10,8,2594.40,Yes,45,36.60,516.55,Yes,33.15,1418.20,Yes,No,0.00,0.00,No,No,No,Yes,No,No,Yes,No,Yes,23,Yes,No,No,No,No
7937-BKWGKO-3WB,4,4,Female,20,14,Sales,No,0,No,43000.00,11.2,1.459248,3.356752,No,Unmarried,4,7,0,0,0,1,2,Own,Foreign,23500.00,35,No,No,Mast,2,8,2383.50,No,16,14.55,82.15,No,0.00,0.00,No,No,0.00,0.00,No,No,No,No,No,No,No,No,No,9,No,Yes,Yes,No,No
9465-EXYIYN-Y0W,1,4,Female,45,14,Sales,No,4,No,25000.00,14,1.946,1.554,No,Unmarried,3,7,1,0,0,0,3,Lease,Foreign,10900.00,24,Yes,No,Mast,26,10,2233.50,No,57,47.10,866.50,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,No,18,No,Yes,No,No,Yes
7013-YDRUVV-BI0,3,1,Male,79,10,Service,No,19,Yes,9000.00,10,0.3177,0.5823,No,Unmarried,1,9,1,0,0,1,2,Lease,Foreign,4800.00,12,No,No,Mast,39,13,2840.40,Yes,72,118.95,3064.25,No,0.00,0.00,Yes,No,0.00,0.00,Yes,No,No,2,No,No,No,No,No,27,Yes,Yes,Yes,No,Yes
4363-QNUQZX-38O,5,4,Male,61,21,Professional,No,12,No,58000.00,5.8,0.507964,2.856036,No,Married,2,0,0,0,0,1,3,Own,Domestic,27800.00,24,No,No,AMEX,25,9,7496.10,Yes,43,40.65,516.35,Yes,46.20,1861.60,Yes,Yes,42.40,1854.70,Yes,Yes,No,2,Yes,Yes,Yes,No,Yes,15,Yes,No,Yes,No,Yes
2053-XYIODV-NZC,2,1,Female,48,17,Crafts,No,17,No,297000.00,5.1,7.043355,8.103645,No,Unmarried,1,3,1,1,1,1,3,Own,Foreign,86000.00,18,No,Yes,Disc,30,14,3939.80,Yes,69,74.40,1717.05,No,0.00,0.00,Yes,Yes,43.55,3012.05,Yes,No,No,2,Yes,Yes,Yes,Yes,No,20,Yes,No,Yes,No,Yes
9032-INJQKT-7XT,5,2,Female,20,13,Sales,Yes,0,No,26000.00,4.1,0.379496,0.686504,No,Married,2,0,0,0,0,1,3,Own,Domestic,11600.00,23,Yes,No,Visa,2,6,1722.60,Yes,32,29.10,338.15,Yes,26.60,822.85,No,No,0.00,0.00,No,No,No,No,No,No,No,No,No,23,Yes,Yes,Yes,No,Yes
6563-MRELVK-DKY,4,1,Male,26,19,Professional,No,0,No,45000.00,10.3,1.39977,3.23523,Yes,Unmarried,2,2,0,1,1,1,0,-1,-1,-1000.00,22,No,Yes,AMEX,8,15,10539.50,No,27,15.30,142.95,Yes,36.55,942.20,No,No,0.00,0.00,No,Yes,No,4,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No
2367-KGZCVL-1KS,4,1,Male,23,16,Professional,No,1,No,22000.00,4.9,0.203742,0.874258,Yes,Unmarried,2,10,2,0,0,1,1,Lease,Foreign,12700.00,20,Yes,No,AMEX,5,6,3646.90,Yes,22,28.80,195.40,Yes,47.65,1012.05,Yes,Yes,43.55,837.30,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,19,Yes,Yes,Yes,No,No
2813-JDFZXK-8PF,1,1,Female,48,13,Sales,Yes,4,No,26000.00,3.3,0.469326,0.388674,No,Unmarried,1,4,0,0,4,0,4,Lease,Foreign,13500.00,29,Yes,No,Disc,18,13,2574.10,Yes,36,41.70,467.55,No,0.00,0.00,Yes,No,0.00,0.00,No,No,No,No,No,No,No,No,No,16,No,No,No,No,No
6385-ZZAJYG-PJY,3,2,Female,56,15,Professional,No,10,No,80000.00,6.1,0.37088,4.50912,No,Married,2,0,0,0,0,1,1,Own,Foreign,57700.00,29,No,Yes,Visa,29,13,6690.30,Yes,61,26.40,556.60,Yes,23.35,1377.75,Yes,No,0.00,0.00,No,No,No,Yes,No,No,No,No,No,18,Yes,No,Yes,No,No
3393-NQWUZE-BLU,2,3,Male,30,14,Professional,No,2,No,71000.00,18.8,1.20132,12.14668,No,Married,4,0,0,0,0,1,0,-1,-1,-1000.00,25,No,No,Disc,12,10,3184.80,Yes,65,38.10,776.55,Yes,53.55,3343.90,Yes,Yes,64.15,4092.35,Yes,Yes,Yes,3,Yes,Yes,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes
7726-ENYBND-9P5,4,3,Female,35,14,Professional,No,4,No,34000.00,5.3,0.163982,1.638018,No,Unmarried,1,3,0,3,0,1,1,Own,Foreign,17800.00,38,Yes,No,Mast,7,15,4732.00,Yes,9,15.60,42.65,Yes,21.80,155.80,No,No,0.00,0.00,No,No,No,2,No,No,No,No,Yes,22,Yes,Yes,Yes,No,Yes
6482-JDGOIS-PBG,5,4,Female,41,14,Service,No,13,No,65000.00,4.1,0.44239,2.22261,No,Married,5,0,0,0,0,1,3,Own,Domestic,28300.00,29,No,Yes,AMEX,11,15,4775.70,No,33,24.75,249.95,No,0.00,0.00,No,No,0.00,0.00,Yes,No,No,Yes,No,Yes,No,No,No,19,Yes,No,Yes,No,No
1457-HBHXCK-UCV,5,5,Male,24,18,Sales,No,0,No,19000.00,4.3,0.519612,0.297388,No,Unmarried,1,2,0,2,0,1,2,Own,Domestic,5200.00,27,Yes,Yes,AMEX,6,9,3098.10,Yes,41,36.75,466.95,Yes,63.60,2560.80,Yes,Yes,48.65,1952.25,Yes,Yes,Yes,4,Yes,Yes,No,Yes,Yes,15,Yes,Yes,Yes,Yes,Yes
1234-QJMHAW-ZVY,3,4,Male,49,14,Sales,No,2,No,23000.00,6,0.66654,0.71346,No,Married,6,2,1,1,0,1,2,Own,Domestic,13900.00,25,No,No,AMEX,17,13,4265.00,No,48,27.30,454.15,No,0.00,0.00,No,No,0.00,0.00,Yes,No,No,Yes,No,No,No,No,Yes,22,Yes,No,Yes,No,Yes
9315-LTBJBN-82Q,2,4,Female,52,17,Professional,No,5,No,85000.00,10.3,3.423205,5.331795,No,Unmarried,1,2,2,0,0,1,2,Own,Domestic,44800.00,30,Yes,No,Disc,26,11,6808.90,Yes,54,35.55,634.40,No,0.00,0.00,Yes,Yes,32.05,1666.00,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,25,Yes,No,Yes,No,No
5763-RNFRHC-F2U,4,1,Female,33,13,Labor,Yes,8,No,54000.00,3,0.41958,1.20042,No,Unmarried,2,1,0,1,0,1,1,Own,Foreign,24400.00,37,Yes,Yes,Mast,7,9,1555.90,Yes,17,11.85,77.30,No,0.00,0.00,Yes,Yes,22.30,368.65,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,16,No,Yes,No,No,No
